#DataThief /home/baffelli/PhD/trunk/Calibration/doc/Antennas/H_pattern.png Thursday 21-Jul-2016 2:54:42 PM
-0.5734, -24.4173
-0.5665, -24.4174
-0.5665, -24.3705
-0.5665, -24.3237
-0.5665, -24.2769
-0.5733, -24.2299
-0.5733, -24.1831
-0.5733, -24.1362
-0.5733, -24.0894
-0.5664, -24.0895
-0.5664, -24.0427
-0.5664, -23.9958
-0.5663, -23.9489
-0.5663, -23.9022
-0.5663, -23.8553
-0.5663, -23.8085
-0.5663, -23.7617
-0.5662, -23.7147
-0.5662, -23.668
-0.5662, -23.6211
-0.5662, -23.5743
-0.5662, -23.5274
-0.5661, -23.4806
-0.5661, -23.4338
-0.5661, -23.3869
-0.5661, -23.3401
-0.5661, -23.2933
-0.5659, -23.2464
-0.5659, -23.1996
-0.5659, -23.1528
-0.5659, -23.1059
-0.5659, -23.0591
-0.5659, -23.0122
-0.5659, -22.9654
-0.5659, -22.9186
-0.5659, -22.8717
-0.5659, -22.8249
-0.5657, -22.7781
-0.5657, -22.7311
-0.5657, -22.6844
-0.5657, -22.6375
-0.5657, -22.5907
-0.5657, -22.5439
-0.5657, -22.4969
-0.5657, -22.4502
-0.5657, -22.4033
-0.5657, -22.3565
-0.5655, -22.3096
-0.5655, -22.2628
-0.5655, -22.216
-0.5655, -22.1692
-0.5655, -22.1223
-0.5655, -22.0755
-0.5655, -22.0286
-0.5655, -21.9818
-0.5586, -21.9351
-0.5586, -21.8881
-0.5586, -21.8414
-0.5586, -21.7946
-0.5585, -21.7477
-0.5585, -21.7008
-0.5585, -21.654
-0.5585, -21.6072
-0.5584, -21.5604
-0.5584, -21.5135
-0.5584, -21.4667
-0.5584, -21.4199
-0.5584, -21.373
-0.5583, -21.3262
-0.5583, -21.2793
-0.5583, -21.2325
-0.5583, -21.1857
-0.5583, -21.1388
-0.5582, -21.092
-0.5582, -21.0451
-0.5513, -20.9984
-0.5513, -20.9516
-0.5513, -20.9047
-0.5513, -20.8578
-0.5513, -20.8111
-0.5512, -20.7642
-0.5512, -20.7174
-0.5512, -20.6705
-0.5512, -20.6237
-0.5512, -20.5769
-0.5511, -20.53
-0.5511, -20.4832
-0.5511, -20.4364
-0.5511, -20.3895
-0.5511, -20.3427
-0.551, -20.2958
-0.551, -20.249
-0.551, -20.2022
-0.551, -20.1553
-0.5441, -20.1086
