#DataThief /home/baffelli/PhD/trunk/Calibration/doc/Antennas/V_pattern.png Thursday 21-Jul-2016 2:58:08 PM
-0.5005, -14.4542
-0.4957, -14.4542
-0.4957, -14.4955
-0.4957, -14.5368
-0.4957, -14.5781
-0.5005, -14.5368
-0.5005, -14.4955
-0.5005, -14.4542
-0.5005, -14.4129
-0.5005, -14.3716
-0.5005, -14.3303
-0.5005, -14.289
-0.5005, -14.2477
-0.4957, -14.2064
-0.4957, -14.1651
-0.4957, -14.1238
-0.4957, -14.0825
-0.4957, -14.0412
-0.4957, -13.9999
-0.4957, -13.9586
-0.4957, -13.9173
-0.4957, -13.876
-0.4957, -13.8347
-0.4957, -13.7934
-0.4957, -13.7521
-0.4957, -13.7107
-0.4909, -13.6695
-0.4909, -13.6282
-0.4909, -13.5869
-0.4909, -13.5455
-0.491, -13.5043
-0.491, -13.463
-0.491, -13.4217
-0.491, -13.3804
-0.491, -13.3391
-0.491, -13.2978
-0.491, -13.2565
-0.4862, -13.2152
-0.4862, -13.1739
-0.4862, -13.1326
-0.4814, -13.0913
-0.4814, -13.05
-0.4814, -13.0087
-0.4814, -12.9674
-0.4766, -12.9261
-0.4766, -12.8848
-0.4766, -12.8435
-0.4766, -12.8022
-0.4718, -12.7609
-0.4718, -12.7196
-0.4718, -12.6783
-0.4718, -12.637
-0.467, -12.5957
-0.467, -12.5544
-0.467, -12.5131
-0.467, -12.4718
-0.467, -12.4304
-0.467, -12.3892
-0.4623, -12.3479
-0.4623, -12.3066
-0.4623, -12.2652
-0.4623, -12.224
-0.4623, -12.1827
-0.4623, -12.1414
-0.4623, -12.1001
-0.4623, -12.0588
-0.4623, -12.0175
-0.4575, -11.9762
-0.4575, -11.9348
-0.4575, -11.8936
-0.4575, -11.8523
-0.4575, -11.811
-0.4575, -11.7697
-0.4575, -11.7284
-0.4575, -11.6871
-0.4575, -11.6458
-0.4575, -11.6045
-0.4527, -11.5632
-0.4527, -11.5219
-0.4527, -11.4806
-0.4527, -11.4393
-0.4527, -11.398
-0.4527, -11.3567
-0.4527, -11.3154
-0.4527, -11.2741
-0.4527, -11.2328
-0.4527, -11.1915
-0.4527, -11.1502
-0.4527, -11.1089
-0.4527, -11.0676
-0.4479, -11.0263
-0.4479, -10.9849
-0.4479, -10.9437
-0.4479, -10.9024
-0.4479, -10.8611
-0.4479, -10.8197
-0.4479, -10.7785
-0.4479, -10.7372
-0.4479, -10.6959
-0.4479, -10.6545
-0.4432, -10.6133
-0.4432, -10.572
-0.4432, -10.5307
-0.4432, -10.4894
-0.4432, -10.4481
-0.4432, -10.4068
-0.4384, -10.3655
-0.4384, -10.3242
-0.4384, -10.2829
-0.4384, -10.2416
-0.4384, -10.2003
-0.4336, -10.159
-0.4336, -10.1177
-0.4336, -10.0764
-0.4336, -10.0351
-0.4336, -9.9938
-0.4288, -9.9526
-0.4288, -9.9113
-0.4288, -9.87
-0.4288, -9.8286
-0.4288, -9.7873
-0.4288, -9.746
-0.4288, -9.7046
-0.424, -9.6635
-0.424, -9.6221
-0.424, -9.5809
-0.424, -9.5396
-0.424, -9.4983
-0.424, -9.457
-0.424, -9.4157
-0.424, -9.3743
-0.424, -9.333
-0.424, -9.2917
-0.424, -9.2504
-0.424, -9.2091
-0.4241, -9.1678
-0.4241, -9.1265
-0.4241, -9.0852
-0.4241, -9.0439
-0.4193, -9.0027
-0.4193, -8.9614
-0.4193, -8.92
-0.4193, -8.8787
-0.4193, -8.8374
-0.4193, -8.7961
-0.4193, -8.7548
-0.4193, -8.7135
-0.4193, -8.6722
-0.4193, -8.6309
-0.4193, -8.5896
-0.4193, -8.5483
-0.4193, -8.507
-0.4193, -8.4657
-0.4193, -8.4243
-0.4193, -8.3831
-0.4193, -8.3418
-0.4193, -8.3005
-0.4193, -8.2591
-0.4144, -8.2179
-0.4144, -8.1766
-0.4144, -8.1353
-0.4144, -8.094
-0.4144, -8.0527
-0.4097, -8.0115
-0.4097, -7.9701
-0.4097, -7.9287
-0.4049, -7.8876
-0.4049, -7.8463
-0.4049, -7.805
-0.4049, -7.7637
-0.4002, -7.7224
-0.4002, -7.6811
-0.4002, -7.6398
-0.4002, -7.5985
-0.3954, -7.5572
-0.3954, -7.5159
-0.3954, -7.4746
-0.3906, -7.4333
-0.3906, -7.392
-0.3906, -7.3507
-0.3906, -7.3094
-0.3858, -7.2681
-0.3858, -7.2268
-0.3858, -7.1855
-0.381, -7.1442
-0.381, -7.1029
-0.381, -7.0616
-0.381, -7.0203
-0.3761, -6.979
-0.3761, -6.9377
-0.3761, -6.8963
-0.3761, -6.8551
-0.3761, -6.8138
-0.3715, -6.7725
-0.3715, -6.7311
-0.3715, -6.6899
-0.3715, -6.6486
-0.3667, -6.6073
-0.3667, -6.5659
-0.3667, -6.5247
-0.3667, -6.4834
-0.3667, -6.4421
-0.3618, -6.4008
-0.3618, -6.3595
-0.3571, -6.3182
-0.3571, -6.2769
-0.3571, -6.2356
-0.3523, -6.1943
-0.3523, -6.153
-0.3523, -6.1117
-0.3523, -6.0704
-0.3475, -6.0291
-0.3475, -5.9878
-0.3475, -5.9465
-0.3475, -5.9052
-0.3428, -5.8639
-0.3428, -5.8227
